DescricaoObraServico,CodigoObraServico,NumeroContrato,NomeOrgao,CidadeSedeOrgao,TipoSituacaoObra,AndamentoObraServico,NomeCredor,TipoIntervencao,TipoSetorBeneficiario,TipoRegimeExecução,TipoObraServico,TipoAcaoEngenharia,TipoCategoriaObraServico,Latitude,Longitude,CidadeObra,Populacao,CodigoIBGE,DataColeta,ValorOriginalContrato,AnoInicioObra,ValorMedicoes,ValorReajustes,ValorAditado,ValorTotalContrato,DiasAditados,DiasParalisados,DiasOriginaisContrato,ValorSuprimido
"CONSTRUÇÃO DE MURO, PARA CONTORNO DOS REL‘S – RESERVATÓRIOS ELEVADOS E RAP – RESERVATÓRIO APOIADO, CONSTITUINTES DO SISTEMA ADUTOR MAXARANGUAPE SÃO GONÇALO DO AMARANTE / RN.",509.002.2021,17120002,SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE SÃO GONÇALO DO AMARANTE,SÃO GONÇALO DO AMARANTE,INICIADA,DE ACORDO COM O CRONOGRAMA,JP MATERIAL ELETRICO E DE CONSTRUÇÃO EIRELI EPP,CONSTRUÇÃO,ADMINISTRAÇÃO CENTRAL,EXECUÇÃO INDIRETA,RESERVATÓRIO DE ÁGUA,OBRA,SANEAMENTO BÁSICO,-5.77216,-35.27945,SÃO GONÇALO DO AMARANTE,87668,2412005,2021-07-30 10:33:33,132754.81,2020,65585.9,0,0,132754.81,151,0,62,0
"CONSTRUÇÃO DE MURO, PARA CONTORNO DOS REL‘S – RESERVATÓRIOS ELEVADOS E RAP – RESERVATÓRIO APOIADO, CONSTITUINTES DO SISTEMA ADUTOR MAXARANGUAPE SÃO GONÇALO DO AMARANTE / RN.",509.002.2021,17120002,SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE SÃO GONÇALO DO AMARANTE,SÃO GONÇALO DO AMARANTE,INICIADA,DE ACORDO COM O CRONOGRAMA,JP MATERIAL ELETRICO E DE CONSTRUÇÃO EIRELI EPP,CONSTRUÇÃO,ADMINISTRAÇÃO CENTRAL,EXECUÇÃO INDIRETA,RESERVATÓRIO DE ÁGUA,OBRA,SANEAMENTO BÁSICO,-5.76904,-35.33967,SÃO GONÇALO DO AMARANTE,87668,2412005,2021-07-30 10:33:33,132754.81,2020,65585.9,0,0,132754.81,151,0,62,0
EXECUÇÃO DOS SERVIÇOS DE CONTINUAÇÃO E CONCLUSÃO DA OBRA DECONSTRUÇÃO DO TEATRO PÚBLICO MUNICIPAL,400.002.2021,156,PREFEITURA MUNICIPAL DE JUCURUTU,JUCURUTU,CADASTRADA,NÃO REGISTRADO,CONCREALL COMERCIALIZAÇÃO EIRELI EPP,CONSTRUÇÃO,CULTURA,EXECUÇÃO INDIRETA,TEATRO,OBRA,EDUCAÇÃO E CULTURA,-6.03458,-37.02106,JUCURUTU,17692,2406106,2021-07-30 10:33:33,634441.33,2020,0,0,0,634441.33,0,0,212,0
CONTRATAÇÃO  DE  EMPRESA  DE  ENGENHARIA PARA EXECUTAR OBRA DE PAVIMENTAÇÃOEM PARALALEPÍPEDO CONVENCIONAL    COM    DRENAGEM    SUPERFICIAL    DEDIVERSAS    RUAS    DO MUNICÍPIO,731.008.2021,027,FUNDO DE SAÚDE DE JANDAÍRA,JANDAÍRA,CADASTRADA,NÃO REGISTRADO,RC CONSTRUÇOES E SERVIÇOS EIRELI ME,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,RODOVIA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.35697,-36.12492,JANDAÍRA,6801,2405108,2021-07-30 10:33:33,355041.72,2020,0,0,0,355041.72,0,0,372,0
EXECUÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO PELO MÉTODO CONVENCIONAL E DRENAGEM SUPERFICIAL EM DIVERSOS TRECHOS DA ESTRADA QUE LIGA JUCURUTU / RN À SERRA DE JOÃO DO VALE,400.008.2021,178,PREFEITURA MUNICIPAL DE JUCURUTU,JUCURUTU,CADASTRADA,NÃO REGISTRADO,FAN CONSTRUÇÕES EIRELI,CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,RODOVIA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.0319,-37.04884,JUCURUTU,17692,2406106,2021-07-30 10:33:33,702068.63,2020,0,0,0,702068.63,0,0,212,0
"CONTRATAÇÃO DEEMPRESA PARA EXECUÇÃO DE PAVIMENTAÇÃOASFÁLTICA DE DIVERSAS RUAS DO MUNICÍPIO DEJUCURUTU/RN, ESPECIFICAMENTE DIQUES 01 E 02",400.005.2021,115,PREFEITURA MUNICIPAL DE JUCURUTU,JUCURUTU,CADASTRADA,NÃO REGISTRADO,TCPAV-TECNOLOGIA EM CONSTRUCAO E PAVIMENTACAO EIRELI,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.0378,-37.02199,JUCURUTU,17692,2406106,2021-07-30 10:33:33,224289.38,2020,0,0,0,224289.38,148,0,61,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A IMPLANTAÇÃO DE MELHORIAS SANITÁRIAS DOMICILIARES NAS COMUNIDADES RURAIS NO MUNICÍPIO DE SERRA DO MEL/RN.,472.001.2021,1808042020,PREFEITURA MUNICIPAL DE SERRA DO MEL,SERRA DO MEL,CADASTRADA,NÃO REGISTRADO,RR CONSTRUÇÕES E EMPREENDIMENTOS LTDA,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,SISTEMA DE ESGOTAMENTO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-5.20558,-37.08615,SERRA DO MEL,10287,2413359,2021-07-30 10:33:33,495770.92,2020,0,0,0,495770.92,0,0,368,0
PAVIMENTAÇÃO EM PARALELEPÍPEDO E CONSTRUÇÃO DE CALÇADAS DA RUA MARÍLIA FERREIRA DA ROCHA E RUA BOM JARDIM NO MUNICÍPIO DE MACAÍBA/RN.,1246.014.2021,96,SECRETARIA MUNICIPAL DE INFRAESTRUTURA DE MACAÍBA,MACAÍBA,CADASTRADA,NÃO REGISTRADO,IM ENGENHARIA LTDA,PAVIMENTAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.86578,-35.33635,MACAÍBA,69467,2407104,2021-07-30 10:33:33,347576.99,2020,0,0,0,347576.99,0,0,239,0
PAVIMENTAÇÃO EM PARALELEPÍPEDO E CONSTRUÇÃO DE CALÇADAS NA RUA NOSSA SENHORA DA CONCEIÇÃO NO MUNICÍPIO DE MACAÍBA/RN.,1246.011.2021,97,SECRETARIA MUNICIPAL DE INFRAESTRUTURA DE MACAÍBA,MACAÍBA,CADASTRADA,NÃO REGISTRADO,ALCALINAS SERVIÇOS DE CONSTRUTORA EIRELI,CONSTRUÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.8645,-35.33715,MACAÍBA,69467,2407104,2021-07-30 10:33:33,359371.4,2020,0,0,0,359371.4,0,0,239,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA NAS ESCOLAS DA REDE MUNICIPAL DE ENSINO DO MUNICÍPIO DE IPANGUAÇU/RN.,386.002.2021,0327001,PREFEITURA MUNICIPAL DE IPANGUAÇU,IPANGUAÇU,INICIADA,DE ACORDO COM O CRONOGRAMA,ALVES E AQUINO SERVIÇOS ESPECIALIZADOS LTDA,OUTROS,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-5.52148,-36.8575,IPANGUAÇU,13856,2404705,2021-07-30 10:33:33,114513.83,2020,23044.99,0,0,114513.83,0,0,279,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA NAS ESCOLAS DA REDE MUNICIPAL DE ENSINO DO MUNICÍPIO DE IPANGUAÇU/RN.,386.002.2021,0327001,PREFEITURA MUNICIPAL DE IPANGUAÇU,IPANGUAÇU,INICIADA,DE ACORDO COM O CRONOGRAMA,ALVES E AQUINO SERVIÇOS ESPECIALIZADOS LTDA,OUTROS,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-5.47278,-36.73119,IPANGUAÇU,13856,2404705,2021-07-30 10:33:33,114513.83,2020,23044.99,0,0,114513.83,0,0,279,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA NAS ESCOLAS DA REDE MUNICIPAL DE ENSINO DO MUNICÍPIO DE IPANGUAÇU/RN.,386.002.2021,0327001,PREFEITURA MUNICIPAL DE IPANGUAÇU,IPANGUAÇU,INICIADA,DE ACORDO COM O CRONOGRAMA,ALVES E AQUINO SERVIÇOS ESPECIALIZADOS LTDA,OUTROS,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-5.57506,-36.84948,IPANGUAÇU,13856,2404705,2021-07-30 10:33:33,114513.83,2020,23044.99,0,0,114513.83,0,0,279,0
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DOS SERVIÇOS DE TAPA BURACOS COM REPARAÇÃO DE PAVIMENTAÇÃO E RECOMPOSIÇÃO DE MEIO-FIO EM TODO PERÍMETRO URBANO E NAS COMUNIDADES DO MUNICÍPIO DE IPANGUAÇU,386.007.2021,0916001,PREFEITURA MUNICIPAL DE IPANGUAÇU,IPANGUAÇU,CADASTRADA,NÃO REGISTRADO,A D EMPREENDIMENTOS & CONSTRUÇÕES EIRELI ME,PAVIMENTAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.58286,-36.87437,IPANGUAÇU,13856,2404705,2021-07-30 10:33:33,86729,2020,0,0,0,86729,317,0,153,0
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DOS SERVIÇOS DE TAPA BURACOS COM REPARAÇÃO DE PAVIMENTAÇÃO E RECOMPOSIÇÃO DE MEIO-FIO EM TODO PERÍMETRO URBANO E NAS COMUNIDADES DO MUNICÍPIO DE IPANGUAÇU,386.007.2021,0916001,PREFEITURA MUNICIPAL DE IPANGUAÇU,IPANGUAÇU,CADASTRADA,NÃO REGISTRADO,A D EMPREENDIMENTOS & CONSTRUÇÕES EIRELI ME,PAVIMENTAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.62287,-36.83274,IPANGUAÇU,13856,2404705,2021-07-30 10:33:33,86729,2020,0,0,0,86729,317,0,153,0
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DOS SERVIÇOS DE TAPA BURACOS COM REPARAÇÃO DE PAVIMENTAÇÃO E RECOMPOSIÇÃO DE MEIO-FIO EM TODO PERÍMETRO URBANO E NAS COMUNIDADES DO MUNICÍPIO DE IPANGUAÇU,386.007.2021,0916001,PREFEITURA MUNICIPAL DE IPANGUAÇU,IPANGUAÇU,CADASTRADA,NÃO REGISTRADO,A D EMPREENDIMENTOS & CONSTRUÇÕES EIRELI ME,PAVIMENTAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.5008,-36.85666,IPANGUAÇU,13856,2404705,2021-07-30 10:33:33,86729,2020,0,0,0,86729,317,0,153,0
"ESCOLHA DE EMPRESA ESPECIALIZADA PARA EXECUTAR OS SERVIÇOS CONCERNENTES A CONSTRUÇÃO DE MURO FRONTAL DA UNIDADE DE ENSINO INFANTIL SÃO FRANCISCO DAS CHAGAS, LOCALIZADA NA RUA ZACARIAS DAVI DO NASCIMENTO, CENTRO DE MAJOR SALES/RN",419.001.2021,2020.09.16.021.001,PREFEITURA MUNICIPAL DE MAJOR SALES,MAJOR SALES,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,ARTENG EMPREENDIMENTOS E CONSTRUÇÕES LTDA – EPP,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-6.40473,-38.32361,MAJOR SALES,3536,2407252,2021-07-30 10:33:33,118296.53,2020,13070.87,12291.66,0,118296.53,0,0,360,0
"ESCOLHA DE EMPRESA ESPECIALIZADA PARA EXECUTAR OS SERVIÇOS CONCERNENTES A CONSTRUÇÃO DE MURO FRONTAL DA UNIDADE DE ENSINO INFANTIL SÃO FRANCISCO DAS CHAGAS, LOCALIZADA NA RUA ZACARIAS DAVI DO NASCIMENTO, CENTRO DE MAJOR SALES/RN",419.001.2021,2020.09.16.021.001,PREFEITURA MUNICIPAL DE MAJOR SALES,MAJOR SALES,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,ARTENG EMPREENDIMENTOS E CONSTRUÇÕES LTDA – EPP,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-6.40473,-38.32361,MAJOR SALES,3536,2407252,2021-07-30 10:33:33,118296.53,2020,13070.87,12291.66,0,118296.53,0,0,360,0
"ESCOLHA DE EMPRESA ESPECIALIZADA PARA EXECUTAR OS SERVIÇOS CONCERNENTES A AMPLIAÇÃO E REFORMA DA ESCOLA MUNICIPAL ANTÔNIO JOSÉ DA ROCHA NA CIDADE DE MAJOR SALES/RN, COM RECURSOS FUNDO A FUNDO DO ORÇAMENTO GERAL DA UNIÃO, TRANSFERÊNCIA ESPECIAL, PORTARIA INTERMINISTERIAL Nº 252/2020-MINISTÉRIO DA ECONOMIA E PRÓPRIOS CONSIGNADOS NA LOA",419.004.2021,2020.07.17.020.001,PREFEITURA MUNICIPAL DE MAJOR SALES,MAJOR SALES,INICIADA,NÃO REGISTRADO,M H F FREITAS EIRRELI - ME,REFORMA E AMPLIAÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-6.40521,-38.32446,MAJOR SALES,3536,2407252,2021-07-30 10:33:33,390000.04,2020,0,0,0,390000.04,0,0,360,0
"ESCOLHA DE EMPRESA ESPECIALIZADA PARA EXECUTAR OS SERVIÇOS CONCERNENTES A AMPLIAÇÃO E REFORMA DA ESCOLA MUNICIPAL ANTÔNIO JOSÉ DA ROCHA NA CIDADE DE MAJOR SALES/RN, COM RECURSOS FUNDO A FUNDO DO ORÇAMENTO GERAL DA UNIÃO, TRANSFERÊNCIA ESPECIAL, PORTARIA INTERMINISTERIAL Nº 252/2020-MINISTÉRIO DA ECONOMIA E PRÓPRIOS CONSIGNADOS NA LOA",419.004.2021,2020.07.17.020.001,PREFEITURA MUNICIPAL DE MAJOR SALES,MAJOR SALES,INICIADA,NÃO REGISTRADO,M H F FREITAS EIRRELI - ME,REFORMA E AMPLIAÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-6.40543,-38.32469,MAJOR SALES,3536,2407252,2021-07-30 10:33:33,390000.04,2020,0,0,0,390000.04,0,0,360,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUTAR OBRA DE PAVIMENTAÇÃO DO TRECHO I DA RUA SANTA MARIA NA COMUNIDADE DE GUARAPES,391.001.2021,030,PREFEITURA MUNICIPAL DE JANDAÍRA,JANDAÍRA,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,"AGIL CONSTRUCOES, COMERCIO E SERVICOS EIRELI - ME",PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.3309,-36.18276,JANDAÍRA,6801,2405108,2021-07-30 10:33:33,173989.25,2020,194865.87,0,15876.92,189866.17,243,0,364,0
"REFORMA DA PRAÇA ELIZABETH ELITA DE LIMA, LOCALIZADA NA ZONA URBANA DO MUNICÍPIO DE CARAÚBAS/RN",357.001.2021,001,PREFEITURA MUNICIPAL DE CARAÚBAS,CARAÚBAS,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,ARTENG EMPREENDIMENTOS E CONSTRUÇÕES LTDA – EPP,REFORMA,TURISMO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-5.79008,-37.55268,CARAÚBAS,19576,2402303,2021-07-30 10:33:33,262847.52,2021,53101,0,0,262847.52,0,0,243,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRA DE PAVIMENTAÇÃO A PARALELEPÍPEDO E DRENAGEM SUPERFICIAL DE RUAS  DO MUNICÍPIO DE ESPÍRITO SANTO/RN,373.012.2021,062,PREFEITURA MUNICIPAL DE ESPIRITO SANTO,ESPÍRITO SANTO,CADASTRADA,NÃO REGISTRADO,AGRESTE CONSTRUTORA E COMÉRCIO LTDA,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.33628,-35.29996,ESPÍRITO SANTO,10475,2403509,2021-07-30 10:33:33,305683.46,2020,0,0,0,305683.46,0,0,182,0
"CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS DE MANUTENÇÃO, PINTURA, E REFORMA NO PRÉDIO DA CÂMARA MUNICIPAL DE JUCURUTU/RN.",083.001.2021,10,CÂMARA MUNICIPAL DE JUCURUTU,JUCURUTU,CONCLUÍDA - COM TERMO DE RECEBIMENTO DEFINITIVO,DE ACORDO COM O CRONOGRAMA,JOSENISE MOEMA CHAVES DOS SANTOS LTDA,AMPLIAÇÃO,PODER LEGISLATIVO,EXECUÇÃO INDIRETA,REPARAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.03833,-37.02028,JUCURUTU,17692,2406106,2021-07-30 10:33:33,36155.2,2020,72310.4,0,0,36155.2,0,0,62,0
"CONSTRUÇÃO DO CMEI TOCANTÍNEA, TIPO 2.",1275.003.2021,87,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE NATAL,NATAL,CADASTRADA,NÃO REGISTRADO,ENE EMPRESA DE ENGENHARIA E CONSTRUÇÕES LTDA,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-5.72314,-35.24785,NATAL,803739,2408102,2021-07-30 10:33:33,1883507.88,2020,0,0,0,1883507.88,299,0,299,0
"CONSTRUÇÃO DO CMEI TOCANTÍNEA, TIPO 2.",1275.003.2021,87,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE NATAL,NATAL,CADASTRADA,NÃO REGISTRADO,ENE EMPRESA DE ENGENHARIA E CONSTRUÇÕES LTDA,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-5.72309,-35.24788,NATAL,803739,2408102,2021-07-30 10:33:33,1883507.88,2020,0,0,0,1883507.88,299,0,299,0
"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS REFERENTES À EXECUÇÃO DE LEVANTAMENTOS TOPOGRÁFICOS, A SEREM REALIZADOS EM TODAS AS ÁREAS DE ATUAÇÃO DESTA AUTARQUIA, PARA ELABORAÇÃO DE PROJETO, ACOMPANHAMENTO DE OBRAS E REGULARIZAÇÃO DAS ÁREAS DA AUTARQUIA.",509.005.2021,08010001,SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE SÃO GONÇALO DO AMARANTE,SÃO GONÇALO DO AMARANTE,INICIADA,DE ACORDO COM O CRONOGRAMA,TOPGEO TOPOGRAFIA E PROJETOS ME EIRELI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,SISTEMA DE ABASTECIMENTO D’ÁGUA,OBRA,SANEAMENTO BÁSICO,-5.79306,-35.32887,SÃO GONÇALO DO AMARANTE,87668,2412005,2021-07-30 10:33:33,39114.2,2021,39114.2,0,0,39114.2,0,0,357,0
REFORMA COM AMPLIAÇÃO NA ESCOLA MUNICIPAL ZENEIDE IGINO,1275.008.2021,33,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE NATAL,NATAL,CADASTRADA,NÃO REGISTRADO,ARKO CONSTRUÇÕES LTDA,REFORMA E AMPLIAÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-5.83271,-35.24068,NATAL,803739,2408102,2021-07-30 10:33:33,2387602.04,2021,0,0,0,2387602.04,179,0,179,0
REFORMA COM AMPLIAÇÃO NA ESCOLA MUNICIPAL ZENEIDE IGINO,1275.008.2021,33,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE NATAL,NATAL,CADASTRADA,NÃO REGISTRADO,ARKO CONSTRUÇÕES LTDA,REFORMA E AMPLIAÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-5.83256,-35.24074,NATAL,803739,2408102,2021-07-30 10:33:33,2387602.04,2021,0,0,0,2387602.04,179,0,179,0
SERVIÇOS DE REFORMA DA UNIDADE BASICA DE SAÚDE TEREZINHA LIMA PESSOA,490.001.2021,0000000087,PREFEITURA MUNICIPAL DE TIBAU,TIBAU,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,ELABORE CONSTRUCOES E SERVICOS EIRELI - ME,REFORMA,SAÚDE,EXECUÇÃO INDIRETA,UBS,OBRA,SAÚDE,-4.83514,-37.27402,TIBAU,3687,2411056,2021-07-30 10:33:33,46890.05,2020,46890.05,0,0,46890.05,0,0,0,0
SERVIÇOS DE RESTAURAÇÃO DE PAVIMENTAÇÃO/RUAS NA ZONA URBANA DO MUNICIPIO DE TIBAU,490.003.2021,0000000073,PREFEITURA MUNICIPAL DE TIBAU,TIBAU,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,WA CONSULTORIA & CONSTRUÇÕES,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,REPARAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-4.84211,-37.26012,TIBAU,3687,2411056,2021-07-30 10:33:33,97877.22,2020,97877.22,0,0,97877.22,0,0,0,0
SERVIÇOS DE REFORMA DA UNIDADE BASICA DE SAÚDE DA GANGORRA,490.002.2021,0000000066,PREFEITURA MUNICIPAL DE TIBAU,TIBAU,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,ELABORE CONSTRUCOES E SERVICOS EIRELI - ME,REFORMA,SAÚDE,EXECUÇÃO INDIRETA,UBS,OBRA,SAÚDE,-4.94232,-37.30631,TIBAU,3687,2411056,2021-07-30 10:33:33,49055.74,2020,49055.74,0,0,49055.74,0,0,34,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE OBRAS DE REFORMA DO POLO DA ACADEMIA DA SAÚDE DE LUCRÉCIA/RN.,409.004.2021,2021004,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,VIGA CONSTRUÇÕES E SERVIÇOS EIRELI,REFORMA,SAÚDE,EXECUÇÃO INDIRETA,REPARAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.11896,-37.81295,LUCRÉCIA,3633,2406908,2021-07-30 10:33:33,118781.25,2021,332924.83,0,3903.14,122684.39,267,0,344,0
CONSTRUÇÃO DE 37 UNIDADES SANITÁRIAS COM RESERVATÓRIOS ELEVADOS,398.001.2021,062,PREFEITURA MUNICIPAL DE JARDIM DE PIRANHAS,JARDIM DE PIRANHAS,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,TANTOBRAS CONSTRUÇÕES E SERVIÇOS EIRELI,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,MÓDULO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-6.37834,-37.35199,JARDIM DE PIRANHAS,13506,2405603,2021-07-30 10:33:33,377655.46,2020,22929.11,0,0,377655.46,209,0,207,0
CONTRATAÇÃO DE EMPRESA DO RAMO DE CONSTRUÇÃO CIVIL PARA REFORMA DA UNIDADE MISTA TEREZINHA MARIA DE JESUS NA CIDADE DE SERRINHA DOS PINTOS/RN,822.002.2021,00089,FUNDO DE SAÚDE DE SERRINHA DOS PINTOS,SERRINHA DOS PINTOS,CADASTRADA,NÃO REGISTRADO,ATR VIANA CONSTRUTORA LTDA,OUTROS,OUTRO,EXECUÇÃO INDIRETA,HOSPITAL,OBRA,SAÚDE,-6.11625,-37.96331,SERRINHA DOS PINTOS,4540,2413557,2021-07-30 10:33:33,327179.16,2020,0,0,0,327179.16,0,0,181,0
"CONTRATAÇÃO DE PESSOA JURÍDICA PARA EXECUÇÃO DE ROÇO DE MATA FINA A FOICE DAS MARGENS DIREIRA E ESQUERDA DE ENTRADAS VICINAIS NO MUNICÍPIO DE SERRINHA DOS PINTOS/RN, CONFORME TERMO DE REFERÊNCIA EM ANEXO",478.004.2021,00087,PREFEITURA MUNICIPAL DE SERRINHA DOS PINTOS,SERRINHA DOS PINTOS,CADASTRADA,NÃO REGISTRADO,"A & T CONSTRUÇÕES, COMERCIO E SERVIÇOS LTDA - EPP",OUTROS,OUTRO,EXECUÇÃO INDIRETA,ESTRADA VICINAL NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.17415,-37.98747,SERRINHA DOS PINTOS,4540,2413557,2021-07-30 10:33:33,100722.24,2020,0,0,0,100722.24,0,0,195,0
"CONTRATAÇÃO DE PESSOA JURÍDICA PARA EXECUÇÃO DE ROÇO DE MATA FINA A FOICE DAS MARGENS DIREIRA E ESQUERDA DE ENTRADAS VICINAIS NO MUNICÍPIO DE SERRINHA DOS PINTOS/RN, CONFORME TERMO DE REFERÊNCIA EM ANEXO",478.004.2021,00087,PREFEITURA MUNICIPAL DE SERRINHA DOS PINTOS,SERRINHA DOS PINTOS,CADASTRADA,NÃO REGISTRADO,"A & T CONSTRUÇÕES, COMERCIO E SERVIÇOS LTDA - EPP",OUTROS,OUTRO,EXECUÇÃO INDIRETA,ESTRADA VICINAL NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.11876,-37.97985,SERRINHA DOS PINTOS,4540,2413557,2021-07-30 10:33:33,100722.24,2020,0,0,0,100722.24,0,0,195,0
